Pickup Date,Month,Origin Zip,Destination Zip,Pieces,Weight,Commodity Class,Base Retail,R/ Lift Gate Delivery,R/ Fuel Surcharge,Billed
5/31/17,May,75261,84120,2,2002,60,308.86,,37.69,$346.55 
11/22/17,Nov,75261,89506,2,2328,65,309.47,,71.8,$381.27 
8/15/17,Aug,75261,48071,2,2316,65,309.61,,66.56,$376.17 
5/4/17,May,75261,40229,3,3941,60,311.26,,66.92,$378.18 
12/13/17,Dec,75261,48071,2,2457,65,312.54,,72.51,$385.05 
12/22/17,Dec,75261,38118,6,7336,65,314.94,,73.06,$388.00 
5/4/17,May,75261,60106,2,3502,60,317,,68.15,$385.15 
2/22/17,Feb,75261,38118,9,11699,60,317.7,,68.3,$386.00 
12/22/17,Dec,75261,8810,2,2444,65,319.18,,73.73,$392.91 
11/30/17,Nov,75261,J7C0B5,1,1042,65,319.54,,47.93,$622.72 
1/26/17,Jan,75261,60106,4,6868,60,320.72,,69.28,$390.00 
4/27/17,Apr,75261,53545,3,3397,60,325.37,,70.28,$395.65 
10/31/17,Oct,75261,61554,3,3323,65,330.81,,74.76,$405.57 
12/8/17,Dec,75261,90745,3,3308,65,331.89,,77,$418.09 
10/6/17,Oct,75261,46705,5,2465,70,332.2,,75.07,$407.27 
3/24/17,Mar,75261,85009,2,3520,60,335.47,,71.45,$406.92 
2/27/17,Feb,75261,66105,3,3966,60,335.88,,41.65,$377.53 
11/8/17,Nov,75261,49098,2,2678,65,340,,78.2,$418.20 
5/25/17,May,75261,38118,6,8932,60,341.63,,47.49,$389.12 
6/22/17,Jun,75261,28731,2,3349,60,342.08,,71.84,$413.92 
10/27/17,Oct,75261,12020,2,2132,65,346.52,,78.31,$424.83 
1/25/17,Jan,75261,21237,2,2848,60,348.27,,74.7,$422.97 
6/23/17,Jun,75261,32808,1,1756,60,348.92,,42.22,$391.14 
11/21/17,Nov,75261,18643,2,2225,65,349.58,,81.1,$430.68 
1/26/17,Jan,75261,28731,4,6975,60,350.33,,75.67,$426.00 
3/20/17,Mar,75261,48071,3,3686,60,351.28,,75.18,$426.46 
12/1/17,Dec,75261,22153,1,863,65,355.65,,74.97,$430.62 
8/18/17,Aug,75261,83716,2,2827,65,355.89,,76.88,$432.77 
3/23/17,Mar,75261,93446,2,2380,60,356.15,,75.87,$432.02 
2/27/17,Feb,75261,30071,5,6103,60,360.08,,77.42,$437.50 
12/28/17,Dec,75261,27616,2,3085,65,363.25,,85.36,$448.61 
3/23/17,Mar,75261,49098,3,3624,60,364.45,,77.63,$442.08 
10/5/17,Oct,75261,21237,2,2433,65,365.8,,82.67,$448.47 
2/23/17,Feb,75261,28731,4,7178,60,371.4,,79.85,$451.25 
10/30/17,Oct,75261,28731,3,3510,65,374.91,,86.97,$461.88 
10/30/17,Oct,75261,38118,4,6127,65,379.21,,85.7,$464.91 
3/9/17,Mar,75261,40229,3,2997,60,384.55,,48.07,$432.62 
10/6/17,Oct,75261,83716,4,2432,70,386.38,,87.32,$473.70 
5/8/17,May,75261,48071,3,3844,60,387.63,,83.34,$470.97 
8/18/17,Aug,75261,38118,5,6308,65,390.43,,84.33,$474.76 
5/12/17,May,75261,89506,3,2751,60,390.6,,83.59,$474.19 
4/21/17,Apr,75261,49098,4,4354,60,395.09,,85.34,$480.43 
5/3/17,May,75261,49098,4,4357,60,395.09,,85.34,$480.43 
5/8/17,May,75261,V8B0K4,2,1940,60,399.08,74.75,49.88,$563.21 
5/25/17,May,75261,76065,12,16767,60,399.47,,55.53,$455.00 
4/18/17,Apr,75261,78758,6,7595,60,402.47,,86.53,$489.00 
4/18/17,Apr,75261,78758,6,7595,60,403.13,,86.67,$489.80 
12/28/17,Dec,75261,21237,3,3107,65,403.42,,93.18,$545.91 
9/15/17,Sep,75261,40391,5,5171,65,407.28,,92.05,$499.33 
11/22/17,Nov,75261,38118,11,14835,65,410.92,,95.33,$506.25 
7/19/17,Jul,75261,40229,4,5640,65,412.31,,82.46,$512.27 
6/14/17,Jun,75261,38118,5,6912,60,413.57,,87.68,$501.25 
12/29/17,Dec,75261,93446,3,2613,65,414.49,51.75,95.75,$572.28 
9/29/17,Sep,75261,28731,4,5080,65,421.67,,95.3,$516.97 
1/23/17,Jan,75261,46705,2,3028,60,423.37,,52.92,$476.29 
12/28/17,Dec,75261,32218,3,3781,65,423.49,,97.83,$521.32 
12/4/17,Dec,75261,85009,3,5286,65,424.63,,98.51,$523.14 
11/17/17,Nov,75261,48193,2,3185,65,425.8,,98.79,$524.59 
11/1/17,Nov,75261,32808,3,3405,65,428.89,,99.5,$528.39 
12/28/17,Dec,75261,93446,4,3969,65,435.47,51.75,100.59,$599.02 
7/18/17,Jul,75261,84120,2,2666,65,436.37,,51.5,$387.87 
10/11/17,Oct,75261,92879,7,3934,65,442.91,,99.66,$550.56 
11/2/17,Nov,90630,M1B2W3,1,1200,70,445.94,,62.88,$626.70 
11/3/17,Nov,75261,91744,3,3970,65,446.96,,101.46,$556.41 
2/27/17,Feb,75261,53545,3,3150,60,447.18,,55.45,$502.63 
12/27/17,Dec,75261,90670,6,11515,65,448.05,,103.95,$552.00 
7/19/17,Jul,75261,1109,2,2357,65,448.84,,89.5,$538.34 
10/31/17,Oct,75261,19006,3,2721,65,452.72,,102.32,$555.04 
10/26/17,Oct,75261,93446,3,3552,65,455.99,,103.05,$565.83 
11/30/17,Nov,75261,89506,1,1435,65,457.67,,96.47,$554.14 
9/22/17,Sep,75261,61554,3,3110,65,457.85,,103.02,$560.87 
12/29/17,Dec,75261,32808,3,4752,65,458.19,,105.85,$564.04 
12/20/17,Dec,75261,28731,4,5526,65,458.7,,105.96,$564.66 
12/4/17,Dec,75261,85009,3,5286,65,460.66,,106.87,$567.53 
9/6/17,Sep,75261,V8B0K4,2,2140,65,467.45,,65.45,$572.40 
1/18/17,Jan,75261,33404,3,2459,60,467.76,,101.04,$568.80 
2/16/17,Feb,75261,49098,6,8558,60,468.11,,100.64,$568.75 
2/27/17,Feb,75261,49098,6,8448,60,468.11,,100.64,$568.75 
12/22/17,Dec,75261,46705,3,4342,65,468.51,,108.23,$576.74 
3/23/17,Mar,75261,28731,5,7581,60,469.14,,100.86,$570.00 
4/18/17,Apr,75261,46705,5,5943,60,469.14,,100.86,$570.00 
1/26/17,Jan,75261,49098,6,7174,60,473.68,,102.32,$576.00 
3/13/17,Mar,75261,89506,3,2465,60,476.68,,59.58,$541.26 
10/23/17,Oct,75261,49098,3,4450,65,481.27,,109.25,$590.52 
1/9/17,Jan,75261,91744,5,5814,60,482.3,,103.7,$586.00 
6/13/17,Jun,75261,49098,2,3390,60,482.47,,103.25,$585.72 
2/3/17,Feb,75261,48071,3,3151,60,483.28,,103.42,$586.70 
7/31/17,Jul,75261,32808,6,4990,65,484.85,,102.3,$587.15 
5/25/17,May,75261,48071,2,3018,65,484.9,,101.83,$586.73 
11/16/17,Nov,75261,95620,3,3553,65,486.39,,112.84,$606.02 
5/25/17,May,75261,28731,2,3428,65,489.22,,102.74,$591.96 
10/24/17,Oct,75261,92879,4,4741,65,490.12,,110.27,$608.38 
9/14/17,Sep,75261,49098,4,5175,65,498.12,,112.57,$610.69 
10/25/17,Oct,75261,93446,3,3884,65,498.61,51.75,112.69,$669.84 
12/15/17,Dec,75261,95206,4,3826,65,500.54,,116.13,$623.46 
2/27/17,Feb,75261,89441,4,6856,60,502.06,,107.94,$610.00 
4/7/17,Apr,75261,48071,4,5761,60,502.47,,107.53,$610.00 
12/19/17,Dec,75261,89506,4,3843,65,502.76,,116.64,$619.40 
1/31/17,Jan,75261,27616,5,7747,60,505.76,,109.24,$615.00 
8/11/17,Aug,75261,49098,4,5292,65,509.38,,109.51,$618.89 
3/23/17,Mar,75261,89441,4,6171,60,510.29,,109.71,$620.00 
12/13/17,Dec,75261,95620,3,3729,65,510.49,,118.43,$635.71 
7/17/17,Jul,75261,L3T6L2,1,812,125,513.05,,60.54,$608.09 
11/30/17,Nov,75261,29609,4,5752,65,516.02,,119.71,$635.73 
8/30/17,Aug,75261,89441,3,3951,65,516.89,,111.65,$628.54 
4/28/17,Apr,75261,46705,4,5326,60,520.15,,112.35,$632.50 
2/21/17,Feb,75261,46705,3,3729,60,521.38,,64.65,$586.03 
11/30/17,Nov,75261,28731,6,7843,65,529.63,,122.87,$652.50 
8/29/17,Aug,75261,32808,4,5414,65,530.09,,114.51,$644.60 
5/24/17,May,75261,46705,3,3923,60,531,,64.78,$595.78 
6/19/17,Jun,75261,46705,3,4440,60,531,,64.25,$595.25 
9/19/17,Sep,75261,38118,6,9664,65,531.7,,120.69,$652.39 
11/28/17,Nov,75261,49098,4,5576,65,536.72,,124.52,$661.24 
10/4/17,Oct,75261,95620,3,3925,65,537.31,,121.43,$665.53 
10/23/17,Oct,75261,32218,5,5810,65,540.6,,122.72,$663.32 
12/19/17,Dec,75261,19440,4,3597,65,545.12,,126.47,$683.09 
9/28/17,Sep,75261,49098,4,5718,65,550.39,,123.84,$674.23 
5/16/17,May,75261,84120,3,4302,60,552.78,,118.3,$671.08 
8/31/17,Aug,75261,32218,4,5976,65,556.05,,120.11,$676.16 
12/20/17,Dec,75261,93446,5,4632,65,558.04,51.75,128.9,$745.48 
12/13/17,Dec,75261,49098,6,7822,65,559.05,,129.7,$688.75 
6/28/17,Jun,75261,48071,4,4563,60,564.51,,117.98,$682.49 
8/30/17,Aug,75261,49098,2,5893,65,567.23,,122.52,$689.75 
2/21/17,Feb,75261,83716,4,5560,60,568.22,,122.17,$690.39 
4/27/17,Apr,75261,83716,3,4110,60,568.72,,122.84,$691.56 
10/30/17,Oct,75261,89506,4,4961,65,568.73,,128.54,$697.27 
10/30/17,Oct,75261,46705,4,6071,65,568.86,,128.56,$697.42 
10/25/17,Oct,75261,90745,5,5804,65,568.93,,128.58,$705.50 
6/7/17,Jun,75261,48071,3,3600,65,578.4,,121.46,$699.86 
5/9/17,May,75261,49098,6,8100,60,581.83,,125.67,$707.50 
3/27/17,Mar,75261,N6N1G2,3,2866,60,585.58,,125.9,$711.48 
1/13/17,Jan,75261,49098,8,10611,60,586.18,,126.62,$712.80 
8/17/17,Aug,75261,80204,5,7811,65,587.19,,126.83,$714.02 
12/21/17,Dec,75261,12020,2,3618,65,588.03,,135.84,$723.87 
11/30/17,Nov,75261,21237,4,4149,65,596.68,,138.43,$735.11 
11/30/17,Nov,75261,19440,4,3829,65,601.59,,139.56,$741.15 
10/20/17,Oct,75261,17022,4,4917,65,603.06,,135.69,$738.75 
3/15/17,Mar,75261,46705,7,8542,60,608.02,,130.73,$738.75 
11/14/17,Nov,90660,75261,4,6010,65,613.54,,141.12,$761.45 
3/13/17,Mar,75261,17022,7,10745,60,616.26,,132.49,$748.75 
9/26/17,Sep,75261,89506,5,5574,65,634.02,,142.66,$776.68 
12/22/17,Dec,75261,83716,3,5822,65,637.33,,147.22,$784.55 
11/30/17,Nov,75261,43551,4,5985,65,639.27,,148.32,$787.59 
4/28/17,Apr,75261,17022,5,6943,60,644.53,,139.22,$783.75 
6/19/17,Jun,75261,89506,2,3485,60,646.73,,80.2,$731.93 
6/20/17,Jun,75261,48328,4,5586,60,657.87,,140.13,$798.00 
10/30/17,Oct,75261,83716,5,6028,65,659.87,,149.13,$809.00 
10/11/17,Oct,75261,93446,7,5967,65,665.96,51.75,149.85,$874.35 
1/23/17,Jan,75261,83716,3,5287,60,673.03,,145.37,$818.40 
1/10/17,Jan,75261,48071,3,3575,60,675.6,,84.46,$760.06 
9/26/17,Sep,75261,90745,5,6621,65,675.9,,152.08,$834.77 
12/7/17,Dec,75261,32808,4,6912,65,676.76,,157.01,$833.77 
6/12/17,Jun,75261,33014,4,4099,60,677.59,,137.95,$815.54 
6/19/17,Jun,75261,33014,4,4114,60,677.59,,136.33,$813.92 
1/25/17,Jan,75261,49098,3,4201,60,683.02,,85.38,$768.40 
2/21/17,Feb,75261,49098,4,4847,60,683.02,,84.7,$767.72 
8/23/17,Aug,75261,49098,6,7197,65,692.75,,149.64,$842.39 
5/24/17,May,75261,49098,6,9179,60,694.54,,150.02,$844.56 
10/30/17,Oct,75261,89441,4,6115,65,695.57,,161.37,$856.94 
9/8/17,Sep,75261,5855,3,4180,65,698.63,,156.49,$855.12 
2/27/17,Feb,75261,48193,3,3953,60,700.76,,86.89,$787.65 
5/31/17,May,75261,33014,4,5451,60,712.25,,99,$811.25 
7/21/17,Jul,75261,49098,5,6206,65,714.48,,150.75,$865.23 
9/25/17,Sep,75261,93446,6,6450,65,719.87,51.75,162.69,$941.10 
1/10/17,Jan,75261,49098,10,13480,60,721.6,,155.14,$876.74 
4/14/17,Apr,75261,49098,6,7333,60,725.56,,155.99,$881.55 
7/27/17,Jul,75261,49098,6,7189,65,725.64,,100.86,$826.50 
7/13/17,Jul,75261,49098,4,5031,65,729.11,,85.31,$814.42 
9/15/17,Sep,75261,22153,6,6210,65,741.07,,166.74,$907.81 
3/13/17,Mar,75261,19440,7,8075,60,742.8,,159.7,$902.50 
11/16/17,Nov,75261,94041,4,6417,65,750.05,,174.02,$930.86 
1/26/17,Jan,75261,89441,5,7083,60,750.99,,162.21,$913.20 
12/28/17,Dec,75261,17022,4,6472,65,753.08,,174.34,$938.92 
1/10/17,Jan,75261,27616,9,13048,60,765.3,,164.54,$929.84 
10/30/17,Oct,75261,17022,5,6382,65,769.74,,173.96,$943.70 
11/30/17,Nov,75261,12020,4,6060,65,781.51,,181.31,$962.82 
8/18/17,Aug,90660,53545,2,4055,65,786.21,,127.36,$920.36 
11/30/17,Nov,75261,12065,4,6097,65,786.28,,182.41,$968.69 
8/18/17,Aug,75261,85009,8,9463,65,788.5,,98.57,$887.07 
12/12/17,Dec,75261,95425,4,6481,65,793.73,,184.15,$988.17 
10/30/17,Oct,75261,93706,6,7562,65,809.11,,182.86,$999.96 
10/31/17,Oct,75261,49098,6,7688,65,811.89,,183.48,$995.37 
6/8/17,Jun,75261,49098,8,12113,60,817.19,,174.06,$991.25 
6/26/17,Jun,75261,49098,7,10629,60,826.77,,114.92,$941.69 
4/17/17,Apr,75261,32218,5,7053,60,865.84,,186.16,"$1,052.00 "
11/16/17,Nov,75261,95425,6,7002,65,868.51,,201.49,"$1,070.00 "
11/15/17,Nov,75261,49098,8,10372,65,869.52,,120.86,$990.38 
5/26/17,May,75261,89441,3,5295,60,872.31,,106.42,$983.73 
10/20/17,Oct,75261,93706,7,8816,65,880.19,,198.04,"$1,086.22 "
7/7/17,Jul,75261,83716,4,5632,60,882.72,,185.37,"$1,068.09 "
6/14/17,Jun,75261,83716,4,6413,60,884.9,,187.6,"$1,072.50 "
5/10/17,May,75261,32218,5,8041,60,899.47,,194.28,"$1,093.75 "
3/15/17,Mar,75261,83716,4,5978,60,914.61,,196.64,"$1,111.25 "
6/23/17,Jun,75261,89441,3,5629,60,927.34,,112.21,"$1,039.55 "
8/9/17,Aug,75261,49098,12,16537,60,928.01,,128.99,"$1,057.00 "
9/12/17,Sep,75261,95206,8,8489,65,932.54,,210.75,"$1,150.08 "
11/22/17,Nov,75261,32808,4,5783,65,937.48,,217.5,"$1,154.98 "
2/28/17,Feb,75261,32808,10,13136,60,947.53,,203.72,"$1,151.25 "
5/22/17,May,75261,83716,4,6367,60,950.54,,202.47,"$1,153.01 "
5/23/17,May,75261,83716,4,6367,60,950.54,,202.47,"$1,153.01 "
9/28/17,Sep,75261,80204,8,13050,65,955.49,,132.81,"$1,088.30 "
9/21/17,Sep,90660,75261,6,12850,65,967.81,,219.69,"$1,187.50 "
11/27/17,Nov,75261,17022,9,12723,65,969.97,,225.03,"$1,195.00 "
11/17/17,Nov,75261,19440,5,6179,65,985.08,,228.54,"$1,213.62 "
6/26/17,Jun,75261,L4K5T3,4,5441,60,997.05,,120.65,"$1,152.20 "
3/15/17,Mar,75261,32218,9,10437,60,997.94,,214.56,"$1,212.50 "
1/24/17,Jan,75261,32218,10,14770,60,1000.39,,216.08,"$1,216.47 "
11/14/17,Nov,75261,32218,6,9775,65,1063.51,,246.73,"$1,310.24 "
6/1/17,Jun,75261,22182,7,9455,60,1065.28,,148.07,"$1,498.35 "
7/18/17,Jul,75261,32218,6,8454,65,1118.29,,238.19,"$1,356.48 "
10/3/17,Oct,75261,95425,6,7457,65,1127.28,,253.64,"$1,387.71 "
11/14/17,Nov,75261,27616,10,15748,65,1132.25,,157.38,"$1,289.63 "
12/21/17,Dec,75261,89441,6,8730,65,1139.41,,264.34,"$1,403.75 "
4/7/17,Apr,75261,27616,10,13685,60,1150.13,,159.87,"$1,310.00 "
9/29/17,Sep,75261,90670,7,10993,65,1179.66,,265.42,"$1,451.87 "
12/28/17,Dec,75261,95206,6,10406,65,1189.12,,275.88,"$1,465.00 "
4/27/17,Apr,75261,89441,8,10783,60,1189.35,,256.9,"$1,446.25 "
5/2/17,May,75261,33166,5,6943,60,1258.22,,271.78,"$1,530.00 "
11/16/17,Nov,75261,85009,8,14859,65,1266.46,,176.04,"$1,442.50 "
4/7/17,Apr,75261,V5C5V1,4,6915,60,1278.6,,177.73,"$1,456.33 "
10/25/17,Oct,75261,19440,6,8103,65,1313.66,,296.89,"$1,610.55 "
12/7/17,Dec,75261,90745,18,22280,65,1445.82,,335.43,"$1,781.25 "
5/16/17,May,75261,49098,11,14867,60,1461.76,,315.74,"$1,777.50 "
12/29/17,Dec,75261,80204,9,11270,65,1536.77,,213.61,"$2,022.08 "
8/31/17,Aug,75261,27616,15,18929,65,1619.13,,225.06,"$1,844.19 "
6/9/17,Jun,75261,27616,12,18946,60,1672.52,,232.48,"$1,905.00 "
4/19/17,Apr,75261,83716,7,8885,60,1712.17,,369.83,"$2,082.00 "
12/8/17,Dec,75261,27616,12,18785,65,2114.14,,293.86,"$2,408.00 "
5/22/17,May,90660,75261,12,26480,60,2140.63,,462.37,"$2,603.00 "
5/31/17,May,75261,27616,11,11569,60,2210.27,,307.23,"$2,517.50 "
4/7/17,Apr,75261,V5C5V1,4,5181,60,8921.2,,1909.14,"$11,035.30 "
